Line: 171, position 15: строк выравниваются по заданной позиции за счет
Line: 213083, position 25: вершин
Line: 213090, position 19: вершин
Line: 213278, position 53: Требуется определить
Line: 213596, position 21: вершин
Line: 213610, position 41: вершин
Line: 213627, position 36: вершин
Line: 213642, position 47: вершин
Line: 213650, position 48: вершин
Line: 213731, position 30: вершин
Line: 213734, position 34: вершин
Line: 213754, position 41: вершин
Line: 213792, position 45: вершин
Line: 213793, position 39: вершин
Line: 213795, position 33: вершин
Line: 213811, position 30: вершин
Line: 213811, position 52: вершин
Line: 213812, position 42: вершин
Line: 213828, position 49: вершин
Line: 214118, position 15: строк выравниваются по заданной позиции за счет
Line: 214250, position 12: имеются очереди из кафедр
Line: 214310, position 62: вершин
Line: 214396, position 7: вершин
Line: 214400, position 34: вершин
Line: 214404, position 53: Требуется определить
Line: 214405, position 63: вершин
Line: 214410, position 53: Требуется определить
Line: 214412, position 35: вершин
Line: 214415, position 24: вершин
Line: 214427, position 9: вершин
Line: 214434, position 22: вершин
Line: 214435, position 25: вершин
Line: 214444, position 36: вершин
Line: 214453, position 55: вершин
Line: 214463, position 22: вершин
Line: 214467, position 16: правильность идентификаторов
Line: 214497, position 9: вершин
Line: 214547, position 9: вершин
Line: 214555, position 4: вершин
Line: 214557, position 35: вершин
Line: 214558, position 51: вершин
Line: 214561, position 14: вершин
Line: 214563, position 28: вершин
Line: 214572, position 34: вершин
Line: 214573, position 39: вершин
Line: 214628, position 11: вершин
Line: 214635, position 35: вершин
Line: 214635, position 55: вершин
Line: 214639, position 40: вершин
Line: 214732, position 63: вершин
Line: 214774, position 24: вершин
Line: 214784, position 24: вершин
Line: 214806, position 42: Требуется определить
Line: 214856, position 25: вершин
Line: 214863, position 19: вершин
Line: 215051, position 53: Требуется определить
Line: 215369, position 21: вершин
Line: 215383, position 41: вершин
Line: 215400, position 36: вершин
Line: 215415, position 47: вершин
Line: 215423, position 48: вершин
Line: 215504, position 30: вершин
Line: 215507, position 34: вершин
Line: 215527, position 41: вершин
Line: 215565, position 45: вершин
Line: 215566, position 39: вершин
Line: 215568, position 33: вершин
Line: 215584, position 30: вершин
Line: 215584, position 52: вершин
Line: 215585, position 42: вершин
Line: 215601, position 49: вершин
Line: 215891, position 15: строк выравниваются по заданной позиции за счет
Line: 216023, position 12: имеются очереди из кафедр
Line: 216083, position 62: вершин
Line: 216169, position 7: вершин
Line: 216173, position 34: вершин
Line: 216177, position 53: Требуется определить
Line: 216178, position 63: вершин
Line: 216183, position 53: Требуется определить
Line: 216185, position 35: вершин
Line: 216188, position 24: вершин
Line: 216200, position 9: вершин
Line: 216207, position 22: вершин
Line: 216208, position 25: вершин
Line: 216217, position 36: вершин
Line: 216226, position 55: вершин
Line: 216236, position 22: вершин
Line: 216240, position 16: правильность идентификаторов
Line: 216270, position 9: вершин
Line: 216320, position 9: вершин
Line: 216328, position 4: вершин
Line: 216330, position 35: вершин
Line: 216331, position 51: вершин
Line: 216334, position 14: вершин
Line: 216336, position 28: вершин
Line: 216345, position 34: вершин
Line: 216346, position 39: вершин
Line: 216401, position 11: вершин
Line: 216408, position 35: вершин
Line: 216408, position 55: вершин
Line: 216412, position 40: вершин
Line: 216505, position 63: вершин
Line: 216547, position 24: вершин
Line: 216557, position 24: вершин
Line: 216579, position 42: Требуется определить
Line: 216629, position 25: вершин
Line: 216636, position 19: вершин
Line: 216824, position 53: Требуется определить
Line: 217142, position 21: вершин
Line: 217156, position 41: вершин
Line: 217173, position 36: вершин
Line: 217188, position 47: вершин
Line: 217196, position 48: вершин
Line: 217277, position 30: вершин
Line: 217280, position 34: вершин
Line: 217300, position 41: вершин
Line: 217338, position 45: вершин
Line: 217339, position 39: вершин
